opeid8,award_year,source_prefix,raw_postal_token,normalized_postal_token
00139300,2019-2020,campus,63204498,06320-4498
00139700,2006-2007,campus,65161999,06516-1999
00139700,2007-2008,campus,65161999,06516-1999
00139700,2013-2014,campus,65161999,06516-1999
00139700,2014-2015,campus,65161999,06516-1999
00139700,2015-2016,campus,65161999,06516-1999
00139700,2016-2017,campus,65161999,06516-1999
00139700,2019-2020,campus,65161999,06516-1999
00139800,2006-2007,campus,60981747,06098-1747
00139800,2007-2008,campus,60981747,06098-1747
00139800,2013-2014,campus,60981747,06098-1747
00139800,2014-2015,campus,60981747,06098-1747
00139800,2015-2016,campus,60981747,06098-1747
00139800,2016-2017,campus,60981747,06098-1747
00139800,2019-2020,campus,60981747,06098-1747
00139900,2006-2007,campus,68541655,06854-1655
00139900,2007-2008,campus,68541655,06854-1655
00139900,2013-2014,campus,68541655,06854-1655
00139900,2014-2015,campus,68541655,06854-1655
00139900,2015-2016,campus,68541655,06854-1655
00139900,2016-2017,campus,68541655,06854-1655
00139900,2019-2020,campus,68541655,06854-1655
00140100,2006-2007,campus,67233240,06723-3240
00140100,2007-2008,campus,67233240,06723-3240
00140100,2013-2014,campus,67233240,06723-3240
00140100,2014-2015,campus,67233240,06723-3240
00140100,2015-2016,campus,67233240,06723-3240
00140100,2016-2017,campus,67233240,06723-3240
00140100,2019-2020,campus,67233240,06723-3240
00140200,2006-2007,campus,65181908,06518-1908
00140200,2007-2008,campus,65181908,06518-1908
00140200,2013-2014,campus,65181908,06518-1908
00140200,2014-2015,campus,65181908,06518-1908
00140200,2015-2016,campus,65181908,06518-1908
00140200,2016-2017,campus,65181908,06518-1908
00140200,2019-2020,campus,65181908,06518-1908
00140300,2006-2007,campus,68251000,06825-1000
00140300,2007-2008,campus,68251000,06825-1000
00140300,2013-2014,campus,68251000,06825-1000
00140300,2014-2015,campus,68251000,06825-1000
00140300,2015-2016,campus,68251000,06825-1000
00140300,2016-2017,campus,68251000,06825-1000
00140300,2019-2020,campus,68251000,06825-1000
00140600,2006-2007,campus,65151355,06515-1355
00140600,2007-2008,campus,65151355,06515-1355
00140600,2013-2014,campus,65151355,06515-1355
00140600,2014-2015,campus,65151355,06515-1355
00140600,2015-2016,campus,65151355,06515-1355
00140600,2016-2017,campus,65151355,06515-1355
00140600,2019-2020,campus,65151355,06515-1355
00140900,2006-2007,campus,61172791,06117-2791
00140900,2007-2008,campus,61172791,06117-2791
00140900,2013-2014,campus,61172791,06117-2791
00140900,2014-2015,campus,61172791,06117-2791
00140900,2015-2016,campus,61172791,06117-2791
00140900,2016-2017,campus,61172791,06117-2791
00140900,2019-2020,campus,61172791,06117-2791
00141400,2006-2007,campus,61063100,06106-3100
00141400,2007-2008,campus,61063100,06106-3100
00141400,2013-2014,campus,61063100,06106-3100
00141400,2014-2015,campus,61063100,06106-3100
00141400,2015-2016,campus,61063100,06106-3100
00141400,2016-2017,campus,61063100,06106-3100
00141400,2019-2020,campus,61063100,06106-3100
00141600,2006-2007,campus,66015650,06601-5650
00141600,2007-2008,campus,66015650,06601-5650
00141600,2013-2014,campus,66015650,06601-5650
00141600,2014-2015,campus,66015650,06601-5650
00141600,2015-2016,campus,66015650,06601-5650
00141600,2016-2017,campus,66015650,06601-5650
00141600,2019-2020,campus,66015650,06601-5650
00141700,2006-2007,campus,62692151,06269-2151
00141700,2007-2008,campus,62692151,06269-2151
00141700,2013-2014,campus,62692151,06269-2151
00141700,2014-2015,campus,62692151,06269-2151
00141700,2015-2016,campus,62692151,06269-2151
00141700,2016-2017,campus,62692151,06269-2151
00141700,2019-2020,campus,62692151,06269-2151
00142200,2006-2007,campus,61171599,06117-1599
00142200,2007-2008,campus,61171599,06117-1599
00142200,2013-2014,campus,61171599,06117-1599
00142200,2014-2015,campus,61171599,06117-1599
00142200,2015-2016,campus,61171599,06117-1599
00142200,2016-2017,campus,61171599,06117-1599
00142200,2019-2020,campus,61171599,06117-1599
00142400,2006-2007,campus,64593208,06459-3208
00142400,2007-2008,campus,64593208,06459-3208
00142400,2013-2014,campus,64593208,06459-3208
00142400,2014-2015,campus,64593208,06459-3208
00142400,2015-2016,campus,64593208,06459-3208
00142400,2016-2017,campus,64593208,06459-3208
00142400,2019-2020,campus,64593208,06459-3208
00142500,2006-2007,campus,62262295,06226-2295
00142500,2007-2008,campus,62262295,06226-2295
00142500,2013-2014,campus,62262295,06226-2295
00142500,2014-2015,campus,62262295,06226-2295
00142500,2015-2016,campus,62262295,06226-2295
00142500,2016-2017,campus,62262295,06226-2295
00142500,2019-2020,campus,62262295,06226-2295
00142600,2006-2007,campus,65208288,06520-8288
00142600,2007-2008,campus,65208288,06520-8288
00142600,2013-2014,campus,65208288,06520-8288
00142600,2014-2015,campus,65208229,06520-8229
00142600,2015-2016,campus,65208229,06520-8229
00142600,2016-2017,campus,65208229,06520-8229
00142600,2019-2020,campus,65208229,06520-8229
00203300,2006-2007,campus,47692888,04769-2888
00203300,2007-2008,campus,47692888,04769-2888
00203300,2013-2014,campus,47692888,04769-2888
00203300,2014-2015,campus,47692888,04769-2888
00203300,2015-2016,campus,47692888,04769-2888
00203300,2016-2017,campus,47692888,04769-2888
00203300,2019-2020,campus,47692888,04769-2888
00203500,2006-2007,campus,44020411,04402-0411
00203500,2007-2008,campus,44020411,04402-0411
00203600,2006-2007,campus,42406028,04240-6028
00203600,2007-2008,campus,42406028,04240-6028
00203600,2013-2014,campus,42406028,04240-6028
00203600,2014-2015,campus,42406028,04240-6028
00203600,2015-2016,campus,42406028,04240-6028
00203600,2016-2017,campus,42406028,04240-6028
00203600,2019-2020,campus,42406028,04240-6028
00203800,2006-2007,campus,40118451,04011-8451
00203800,2007-2008,campus,40118451,04011-8451
00203800,2013-2014,campus,40118451,04011-8451
00203800,2014-2015,campus,40118451,04011-8451
00203800,2015-2016,campus,40118451,04011-8451
00203800,2016-2017,campus,40118451,04011-8451
00203800,2019-2020,campus,40118451,04011-8451
00203900,2006-2007,campus,49018840,04901-8840
00203900,2007-2008,campus,49018840,04901-8840
00203900,2013-2014,campus,49018840,04901-8840
00203900,2014-2015,campus,49018840,04901-8840
00203900,2015-2016,campus,49018840,04901-8840
00203900,2016-2017,campus,49018840,04901-8840
00203900,2019-2020,campus,49018840,04901-8840
00204000,2006-2007,campus,49381990,04938-1990
00204000,2007-2008,campus,49381990,04938-1990
00204000,2013-2014,campus,49381990,04938-1990
00204000,2014-2015,campus,49381990,04938-1990
00204000,2015-2016,campus,49381990,04938-1990
00204000,2016-2017,campus,49381990,04938-1990
00204000,2019-2020,campus,49381990,04938-1990
00204100,2006-2007,campus,47431292,04743-1292
00204100,2007-2008,campus,47431292,04743-1292
00204100,2013-2014,campus,47431292,04743-1292
00204100,2014-2015,campus,47431292,04743-1292
00204100,2015-2016,campus,47431292,04743-1292
00204100,2016-2017,campus,47431292,04743-1292
00204100,2019-2020,campus,47431292,04743-1292
00204300,2006-2007,campus,44012999,04401-2999
00204300,2007-2008,campus,44012999,04401-2999
00204300,2013-2014,campus,44012999,04401-2999
00204300,2014-2015,campus,44012999,04401-2999
00204300,2015-2016,campus,44012999,04401-2999
00204300,2016-2017,campus,44012999,04401-2999
00204300,2019-2020,campus,44012999,04401-2999
00204400,2006-2007,campus,44200001,04420-0001
00204400,2007-2008,campus,44200001,04420-0001
00204400,2013-2014,campus,44200001,04420-0001
00204400,2014-2015,campus,44200001,04420-0001
00204400,2015-2016,campus,44200001,04420-0001
00204400,2016-2017,campus,44200001,04420-0001
00204400,2019-2020,campus,44200001,04420-0001
00205000,2006-2007,campus,40059599,04005-9599
00205000,2007-2008,campus,40059599,04005-9599
00205000,2013-2014,campus,40059599,04005-9599
00205000,2014-2015,campus,40059599,04005-9599
00205000,2015-2016,campus,40059599,04005-9599
00205000,2016-2017,campus,40059599,04005-9599
00205000,2019-2020,campus,40059599,04005-9599
00205100,2006-2007,campus,40845263,04084-5263
00205100,2007-2008,campus,40845263,04084-5263
00205100,2013-2014,campus,40845236,04084-5236
00205100,2014-2015,campus,40845236,04084-5236
00205100,2015-2016,campus,40845236,04084-5236
00205100,2016-2017,campus,40845236,04084-5236
00205100,2019-2020,campus,40845236,04084-5236
00205200,2006-2007,campus,49015097,04901-5097
00205200,2007-2008,campus,49015097,04901-5097
00205200,2013-2014,campus,49015097,04901-5097
00205200,2014-2015,campus,49015097,04901-5097
00205200,2015-2016,campus,49015097,04901-5097
00205200,2016-2017,campus,49015097,04901-5097
00205200,2019-2020,campus,49015097,04901-5097
00205300,2006-2007,campus,44690001,04469-0001
00205300,2007-2008,campus,44690001,04469-0001
00205300,2013-2014,campus,44690001,04469-0001
00205300,2014-2015,campus,44690001,04469-0001
00205300,2015-2016,campus,44690001,04469-0001
00205300,2016-2017,campus,44690001,04469-0001
00205300,2019-2020,campus,44690001,04469-0001
00205400,2006-2007,campus,41044864,04104-4864
00205400,2007-2008,campus,41044864,04104-4864
00205400,2013-2014,campus,41049301,04104-9301
00205400,2014-2015,campus,41049301,04104-9301
00205400,2015-2016,campus,41049301,04104-9301
00205400,2016-2017,campus,41049301,04104-9301
00205400,2019-2020,campus,41049301,04104-9301
00205500,2006-2007,campus,46541397,04654-1397
00205500,2007-2008,campus,46541397,04654-1397
00205500,2013-2014,campus,46541397,04654-1397
00205500,2014-2015,campus,46541397,04654-1397
00205500,2015-2016,campus,46541397,04654-1397
00205500,2016-2017,campus,46541397,04654-1397
00205500,2019-2020,campus,46541397,04654-1397
00211400,2006-2007,campus,11093189,01109-3189
00211400,2007-2008,campus,11093189,01109-3189
00211400,2013-2014,campus,11093189,01109-3189
00211400,2014-2015,campus,11093189,01109-3189
00211400,2015-2016,campus,11093189,01109-3189
00211400,2016-2017,campus,11093189,01109-3189
00211400,2019-2020,campus,11093189,01109-3189
00211500,2006-2007,campus,10025000,01002-5000
00211500,2007-2008,campus,10025000,01002-5000
00211500,2013-2014,campus,10025000,01002-5000
00211500,2014-2015,campus,10025000,01002-5000
00211500,2015-2016,campus,10025000,01002-5000
00211500,2016-2017,campus,10025000,01002-5000
00211500,2019-2020,campus,10025000,01002-5000
00211700,2006-2007,campus,16121198,01612-1198
00211700,2007-2008,campus,16121198,01612-1198
00211700,2013-2014,campus,16121198,01612-1198
00211700,2014-2015,campus,16121198,01612-1198
00211700,2015-2016,campus,16121198,01612-1198
00211700,2016-2017,campus,16121198,01612-1198
00211700,2019-2020,campus,16121198,01612-1198
00211800,2006-2007,campus,16151294,01615-1294
00211800,2007-2008,campus,16151294,01615-1294
00211800,2013-2014,campus,16151294,01615-1294
00211800,2014-2015,campus,16151294,01615-1294
00211800,2015-2016,campus,16151294,01615-1294
00211800,2016-2017,campus,16151294,01615-1294
00211800,2019-2020,campus,16151294,01615-1294
00211900,2006-2007,campus,15611000,01561-1000
00211900,2007-2008,campus,15611000,01561-1000
00212000,2006-2007,campus,18455800,01845-5800
00212000,2007-2008,campus,18455800,01845-5800
00212000,2013-2014,campus,18455800,01845-5800
00212000,2014-2015,campus,18455800,01845-5800
00212000,2015-2016,campus,18455800,01845-5800
00212000,2016-2017,campus,18455800,01845-5800
00212000,2019-2020,campus,18455800,01845-5800
00212100,2006-2007,campus,24570310,02457-0310
00212100,2007-2008,campus,24570310,02457-0310
00212100,2013-2014,campus,24570310,02457-0310
00212100,2014-2015,campus,24570310,02457-0310
00212100,2015-2016,campus,24570310,02457-0310
00212100,2016-2017,campus,24570310,02457-0310
00212100,2019-2020,campus,24570310,02457-0310
00212200,2006-2007,campus,11062212,01106-2212
00212200,2007-2008,campus,11062212,01106-2212
00212200,2013-2014,campus,11062212,01106-2212
00212200,2014-2015,campus,11062212,01106-2212
00212200,2015-2016,campus,11062212,01106-2212
00212200,2016-2017,campus,11062212,01106-2212
00212200,2019-2020,campus,11062212,01106-2212
00212300,2006-2007,campus,16150071,01615-0071
00212300,2007-2008,campus,16150071,01615-0071
00212300,2013-2014,campus,16150071,01615-0071
00212300,2014-2015,campus,16150071,01615-0071
00212300,2015-2016,campus,16150071,01615-0071
00212300,2016-2017,campus,16150071,01615-0071
00212300,2019-2020,campus,16150071,01615-0071
00212400,2006-2007,campus,24524705,02452-4705
00212400,2007-2008,campus,24524705,02452-4705
00212400,2013-2014,campus,24524705,02452-4705
00212400,2014-2015,campus,24524705,02452-4705
00212400,2015-2016,campus,24524705,02452-4705
00212400,2016-2017,campus,24524705,02452-4705
00212400,2019-2020,campus,24524705,02452-4705
00212600,2006-2007,campus,22153693,02215-3693
00212600,2007-2008,campus,22153693,02215-3693
00212600,2013-2014,campus,22153693,02215-3693
00212600,2014-2015,campus,22153693,02215-3693
00212600,2015-2016,campus,22153693,02215-3693
00212600,2016-2017,campus,22153693,02215-3693
00212600,2019-2020,campus,22153693,02215-3693
00212800,2006-2007,campus,24673800,02467-3800
00212800,2007-2008,campus,24673800,02467-3800
00212800,2013-2014,campus,24673800,02467-3800
00212800,2014-2015,campus,24673800,02467-3800
00212800,2015-2016,campus,24673800,02467-3800
00212800,2016-2017,campus,24673800,02467-3800
00212800,2019-2020,campus,24673800,02467-3800
00212900,2006-2007,campus,22159830,02215-9830
00212900,2007-2008,campus,22159830,02215-9830
00212900,2013-2014,campus,22159830,02215-9830
00212900,2014-2015,campus,22159830,02215-9830
00212900,2015-2016,campus,22159830,02215-9830
00213000,2006-2007,campus,22151789,02215-1789
00213000,2007-2008,campus,22151789,02215-1789
00213000,2013-2014,campus,22151789,02215-1789
00213000,2014-2015,campus,22151789,02215-1789
00213000,2015-2016,campus,22151789,02215-1789
00213000,2016-2017,campus,22151789,02215-1789
00213000,2019-2020,campus,22151789,02215-1789
00213300,2006-2007,campus,24532700,02453-2700
00213300,2007-2008,campus,24532700,02453-2700
00213300,2013-2014,campus,24532700,02453-2700
00213300,2014-2015,campus,24532728,02453-2728
00213300,2015-2016,campus,24532728,02453-2728
00213300,2016-2017,campus,24532728,02453-2728
00213300,2019-2020,campus,24532728,02453-2728
00213900,2006-2007,campus,16101473,01610-1473
00213900,2007-2008,campus,16101473,01610-1473
00213900,2013-2014,campus,16101473,01610-1473
00213900,2014-2015,campus,16101473,01610-1473
00213900,2015-2016,campus,16101473,01610-1473
00213900,2016-2017,campus,16101473,01610-1473
00213900,2019-2020,campus,16101473,01610-1473
00214000,2006-2007,campus,10132839,01013-2839
00214000,2007-2008,campus,10132839,01013-2839
00214000,2013-2014,campus,10132839,01013-2839
00214000,2014-2015,campus,10132839,01013-2839
00214000,2015-2016,campus,10132839,01013-2839
00214000,2016-2017,campus,10132839,01013-2839
00214000,2019-2020,campus,10132839,01013-2839
00214100,2006-2007,campus,16102395,01610-2395
00214100,2007-2008,campus,16102395,01610-2395
00214100,2013-2014,campus,16102395,01610-2395
00214100,2014-2015,campus,16102395,01610-2395
00214100,2015-2016,campus,16102395,01610-2395
00214100,2016-2017,campus,16102395,01610-2395
00214100,2019-2020,campus,16102395,01610-2395
00214300,2006-2007,campus,21862395,02186-2395
00214300,2007-2008,campus,21862395,02186-2395
00214300,2013-2014,campus,21862395,02186-2395
00214300,2014-2015,campus,21862395,02186-2395
00214300,2015-2016,campus,21862395,02186-2395
00214300,2016-2017,campus,21862395,02186-2395
00214300,2019-2020,campus,21862395,02186-2395
00214400,2006-2007,campus,20381994,02038-1994
00214400,2007-2008,campus,20381994,02038-1994
00214400,2013-2014,campus,20381994,02038-1994
00214400,2014-2015,campus,20381994,02038-1994
00214400,2015-2016,campus,20381994,02038-1994
00214400,2016-2017,campus,20381994,02038-1994
00214400,2019-2020,campus,20381994,02038-1994
00214500,2006-2007,campus,21702999,02170-2999
00214500,2007-2008,campus,21702999,02170-2999
00214500,2013-2014,campus,21702999,02170-2999
00214500,2014-2015,campus,21702999,02170-2999
00214500,2015-2016,campus,21702999,02170-2999
00214500,2016-2017,campus,21702999,02170-2999
00214500,2019-2020,campus,21702999,02170-2999
00214600,2006-2007,campus,21164624,02116-4624
00214600,2007-2008,campus,21164624,02116-4624
00214600,2013-2014,campus,21164624,02116-4624
00214600,2014-2015,campus,21164624,02116-4624
00214600,2015-2016,campus,21164624,02116-4624
00214600,2016-2017,campus,21164624,02116-4624
00214600,2019-2020,campus,21164624,02116-4624
00214700,2006-2007,campus,21155798,02115-5798
00214700,2007-2008,campus,21155798,02115-5798
00214700,2013-2014,campus,21155798,02115-5798
00214700,2014-2015,campus,21155798,02115-5798
00214700,2015-2016,campus,21155798,02115-5798
00214700,2016-2017,campus,21155798,02115-5798
00214700,2019-2020,campus,21155798,02115-5798
00214800,2006-2007,campus,19152098,01915-2098
00214800,2007-2008,campus,19152098,01915-2098
00214800,2013-2014,campus,19152098,01915-2098
00214800,2014-2015,campus,19152098,01915-2098
00214800,2015-2016,campus,19152098,01915-2098
00214800,2016-2017,campus,19152098,01915-2098
00214800,2019-2020,campus,19152098,01915-2098
00214900,2013-2014,campus,21383494,02138-3494
00214900,2014-2015,campus,21383494,02138-3494
00214900,2015-2016,campus,21383494,02138-3494
00215000,2006-2007,campus,21161500,02116-1500
00215000,2007-2008,campus,21161500,02116-1500
00215000,2013-2014,campus,21161500,02116-1500
00215000,2014-2015,campus,21161500,02116-1500
00215000,2015-2016,campus,21161500,02116-1500
00215000,2016-2017,campus,21161500,02116-1500
00215000,2019-2020,campus,21161500,02116-1500
00215100,2006-2007,campus,21166296,02116-6296
00215100,2007-2008,campus,21166296,02116-6296
00215100,2013-2014,campus,21166296,02116-6296
00215100,2014-2015,campus,21166296,02116-6296
00215100,2015-2016,campus,21166296,02116-6296
00215100,2016-2017,campus,21166296,02116-6296
00215100,2019-2020,campus,21166296,02116-6296
00215300,2006-2007,campus,19841899,01984-1899
00215300,2007-2008,campus,19841899,01984-1899
00215300,2013-2014,campus,19841899,01984-1899
00215300,2014-2015,campus,19841899,01984-1899
00215300,2015-2016,campus,19841899,01984-1899
00215300,2016-2017,campus,19841899,01984-1899
00215300,2019-2020,campus,19841899,01984-1899
00215400,2013-2014,campus,24457496,02445-7496
00215400,2014-2015,campus,24457496,02445-7496
00215400,2015-2016,campus,24457496,02445-7496
00215400,2016-2017,campus,24457496,02445-7496
00215400,2019-2020,campus,24457496,02445-7496
00215500,2006-2007,campus,21383800,02138-3800
00215500,2007-2008,campus,21383800,02138-3800
00215500,2013-2014,campus,21383800,02138-3800
00215500,2014-2015,campus,21383800,02138-3800
00215500,2015-2016,campus,21383800,02138-3800
00215500,2016-2017,campus,21383800,02138-3800
00215500,2019-2020,campus,21383800,02138-3800
00215800,2006-2007,campus,24662716,02466-2716
00215800,2007-2008,campus,24662716,02466-2716
00215800,2013-2014,campus,24662716,02466-2716
00215800,2014-2015,campus,24662716,02466-2716
00215800,2015-2016,campus,24662716,02466-2716
00215800,2016-2017,campus,24662716,02466-2716
00215800,2019-2020,campus,24662716,02466-2716
00216000,2006-2007,campus,21382790,02138-2790
00216000,2007-2008,campus,21382790,02138-2790
00216000,2013-2014,campus,21382790,02138-2790
00216000,2014-2015,campus,21382790,02138-2790
00216000,2015-2016,campus,21382790,02138-2790
00216000,2016-2017,campus,21382790,02138-2790
00216000,2019-2020,campus,21382790,02138-2790
00216100,2006-2007,campus,18542881,01854-2881
00216100,2007-2008,campus,18542881,01854-2881
00216100,2013-2014,campus,18542881,01854-2881
00216100,2014-2015,campus,18542881,01854-2881
00216100,2015-2016,campus,18542881,01854-2881
00216100,2016-2017,campus,18542881,01854-2881
00216100,2019-2020,campus,18542881,01854-2881
00216400,2006-2007,campus,21151129,02115-1129
00216400,2007-2008,campus,21151129,02115-1129
00216400,2013-2014,campus,21151129,02115-1129
00216400,2014-2015,campus,21151129,02115-1129
00216400,2015-2016,campus,21151129,02115-1129
00216400,2016-2017,campus,21151129,02115-1129
00216400,2019-2020,campus,21151129,02115-1129
00216500,2006-2007,campus,21155804,02115-5804
00216500,2007-2008,campus,21155804,02115-5804
00216500,2013-2014,campus,21155804,02115-5804
00216500,2014-2015,campus,21155804,02115-5804
00216500,2015-2016,campus,21155804,02115-5804
00216500,2016-2017,campus,21155804,02115-5804
00216500,2019-2020,campus,21155804,02115-5804
00216700,2006-2007,campus,12015786,01201-5786
00216700,2007-2008,campus,12015786,01201-5786
00216700,2013-2014,campus,12015786,01201-5786
00216700,2014-2015,campus,12015786,01201-5786
00216700,2015-2016,campus,12015786,01201-5786
00216700,2016-2017,campus,12015786,01201-5786
00216700,2019-2020,campus,12015786,01201-5786
00216800,2006-2007,campus,26681599,02668-1599
00216800,2007-2008,campus,26681599,02668-1599
00216800,2013-2014,campus,26681599,02668-1599
00216800,2014-2015,campus,26681599,02668-1599
00216800,2015-2016,campus,26681599,02668-1599
00216800,2016-2017,campus,26681599,02668-1599
00216800,2019-2020,campus,26681599,02668-1599
00216900,2006-2007,campus,13019739,01301-9739
00216900,2007-2008,campus,13019739,01301-9739
00216900,2013-2014,campus,13019739,01301-9739
00216900,2014-2015,campus,13019739,01301-9739
00216900,2015-2016,campus,13019739,01301-9739
00216900,2016-2017,campus,13019739,01301-9739
00216900,2019-2020,campus,13019739,01301-9739
00217000,2006-2007,campus,10401099,01040-1099
00217000,2007-2008,campus,10401099,01040-1099
00217000,2013-2014,campus,10401099,01040-1099
00217000,2014-2015,campus,10401099,01040-1099
00217000,2015-2016,campus,10401099,01040-1099
00217000,2016-2017,campus,10401099,01040-1099
00217000,2019-2020,campus,10401099,01040-1099
00217100,2006-2007,campus,24815399,02481-5399
00217100,2007-2008,campus,24815399,02481-5399
00217100,2013-2014,campus,24815399,02481-5399
00217100,2014-2015,campus,24815399,02481-5399
00217100,2015-2016,campus,24815399,02481-5399
00217100,2016-2017,campus,24815399,02481-5399
00217100,2019-2020,campus,24815399,02481-5399
00217200,2006-2007,campus,14401000,01440-1000
00217200,2007-2008,campus,14401000,01440-1000
00217200,2013-2014,campus,14401000,01440-1000
00217200,2014-2015,campus,14401000,01440-1000
00217200,2015-2016,campus,14401000,01440-1000
00217200,2016-2017,campus,14401000,01440-1000
00217200,2019-2020,campus,14401000,01440-1000
00217300,2006-2007,campus,19234093,01923-4093
00217300,2007-2008,campus,19234093,01923-4093
00217300,2013-2014,campus,19234093,01923-4093
00217300,2014-2015,campus,19234093,01923-4093
00217300,2015-2016,campus,19234093,01923-4093
00217300,2016-2017,campus,19234093,01923-4093
00217300,2019-2020,campus,19234093,01923-4093
00217400,2006-2007,campus,18302399,01830-2399
00217400,2007-2008,campus,18302399,01830-2399
00217400,2013-2014,campus,18302399,01830-2399
00217400,2014-2015,campus,18302399,01830-2399
00217400,2015-2016,campus,18302399,01830-2399
00217400,2016-2017,campus,18302399,01830-2399
00217400,2019-2020,campus,18302399,01830-2399
00217500,2006-2007,campus,16062092,01606-2092
00217500,2007-2008,campus,16062092,01606-2092
00217500,2013-2014,campus,16062092,01606-2092
00217500,2014-2015,campus,16062092,01606-2092
00217500,2015-2016,campus,16062092,01606-2092
00217500,2016-2017,campus,16062092,01606-2092
00217500,2019-2020,campus,16062092,01606-2092
00217600,2006-2007,campus,27207399,02720-7399
00217600,2007-2008,campus,27207399,02720-7399
00217600,2013-2014,campus,27207399,02720-7399
00217600,2014-2015,campus,27207399,02720-7399
00217600,2015-2016,campus,27207399,02720-7399
00217600,2016-2017,campus,27207399,02720-7399
00217600,2019-2020,campus,27207399,02720-7399
00217700,2006-2007,campus,23023996,02302-3996
00217700,2007-2008,campus,23023996,02302-3996
00217700,2013-2014,campus,23023996,02302-3996
00217700,2014-2015,campus,23023996,02302-3996
00217700,2015-2016,campus,23023996,02302-3996
00217700,2016-2017,campus,23023996,02302-3996
00217700,2019-2020,campus,23023996,02302-3996
00217800,2006-2007,campus,21394307,02139-4307
00217800,2007-2008,campus,21394307,02139-4307
00217800,2013-2014,campus,21394307,02139-4307
00217800,2014-2015,campus,21394307,02139-4307
00217800,2015-2016,campus,21394307,02139-4307
00217800,2016-2017,campus,21394307,02139-4307
00217800,2019-2020,campus,21394307,02139-4307
00218000,2006-2007,campus,21155803,02115-5803
00218000,2007-2008,campus,21155803,02115-5803
00218000,2013-2014,campus,21155803,02115-5803
00218000,2014-2015,campus,21155803,02115-5803
00218000,2015-2016,campus,21155803,02115-5803
00218000,2016-2017,campus,21155803,02115-5803
00218000,2019-2020,campus,21155803,02115-5803
00218100,2006-2007,campus,25323400,02532-3400
00218100,2007-2008,campus,25323400,02532-3400
00218100,2013-2014,campus,25323400,02532-3400
00218100,2014-2015,campus,25323400,02532-3400
00218100,2015-2016,campus,25323400,02532-3400
00218100,2016-2017,campus,25323400,02532-3400
00218100,2019-2020,campus,25323400,02532-3400
00218300,2006-2007,campus,23250001,02325-0001
00218300,2007-2008,campus,23250001,02325-0001
00218300,2013-2014,campus,23250001,02325-0001
00218300,2014-2015,campus,23250001,02325-0001
00218300,2015-2016,campus,23250001,02325-0001
00218300,2016-2017,campus,23250001,02325-0001
00218300,2019-2020,campus,23250001,02325-0001
00218400,2006-2007,campus,14202697,01420-2697
00218400,2007-2008,campus,14202697,01420-2697
00218400,2013-2014,campus,14202697,01420-2697
00218400,2014-2015,campus,14202697,01420-2697
00218400,2015-2016,campus,14202697,01420-2697
00218400,2016-2017,campus,14202697,01420-2697
00218400,2019-2020,campus,14202697,01420-2697
00218500,2006-2007,campus,17022471,01702-2471
00218500,2007-2008,campus,17022471,01702-2471
00218500,2013-2014,campus,17022471,01702-2471
00218500,2014-2015,campus,17022471,01702-2471
00218500,2015-2016,campus,17022471,01702-2471
00218500,2016-2017,campus,17022471,01702-2471
00218500,2019-2020,campus,17022471,01702-2471
00218700,2006-2007,campus,12474100,01247-4100
00218700,2007-2008,campus,12474100,01247-4100
00218700,2013-2014,campus,12474100,01247-4100
00218700,2014-2015,campus,12474100,01247-4100
00218700,2015-2016,campus,12474100,01247-4100
00218700,2016-2017,campus,12474100,01247-4100
00218700,2019-2020,campus,12474100,01247-4100
00218800,2006-2007,campus,19705353,01970-5353
00218800,2007-2008,campus,19705353,01970-5353
00218800,2013-2014,campus,19705353,01970-5353
00218800,2014-2015,campus,19705353,01970-5353
00218800,2015-2016,campus,19705353,01970-5353
00218800,2016-2017,campus,19705353,01970-5353
00218800,2019-2020,campus,19705353,01970-5353
00218900,2006-2007,campus,10861630,01086-1630
00218900,2007-2008,campus,10861630,01086-1630
00218900,2013-2014,campus,10861630,01086-1630
00218900,2014-2015,campus,10861630,01086-1630
00218900,2015-2016,campus,10861630,01086-1630
00218900,2016-2017,campus,10861630,01086-1630
00218900,2019-2020,campus,10861630,01086-1630
00219000,2006-2007,campus,16022597,01602-2597
00219000,2007-2008,campus,16022597,01602-2597
00219000,2013-2014,campus,16022597,01602-2597
00219000,2014-2015,campus,16022597,01602-2597
00219000,2015-2016,campus,16022597,01602-2597
00219000,2016-2017,campus,16022597,01602-2597
00219000,2019-2020,campus,16022597,01602-2597
00219200,2006-2007,campus,10751492,01075-1492
00219200,2007-2008,campus,10751492,01075-1492
00219200,2013-2014,campus,10751492,01075-1492
00219200,2014-2015,campus,10751492,01075-1492
00219200,2015-2016,campus,10751492,01075-1492
00219200,2016-2017,campus,10751492,01075-1492
00219200,2019-2020,campus,10751492,01075-1492
00219300,2006-2007,campus,24593323,02459-3323
00219300,2007-2008,campus,24593323,02459-3323
00219300,2013-2014,campus,24593323,02459-3323
00219300,2014-2015,campus,24593323,02459-3323
00219300,2015-2016,campus,24593323,02459-3323
00219300,2016-2017,campus,24593323,02459-3323
00219400,2006-2007,campus,21155018,02115-5018
00219400,2007-2008,campus,21155018,02115-5018
00219400,2013-2014,campus,21155018,02115-5018
00219400,2014-2015,campus,21155018,02115-5018
00219400,2015-2016,campus,21155018,02115-5018
00219400,2016-2017,campus,21155018,02115-5018
00219400,2019-2020,campus,21155018,02115-5018
00219700,2006-2007,campus,15716346,01571-6346
00219700,2007-2008,campus,15716346,01571-6346
