opeid8,award_year,school,state,school_type,zip_code,grant__pell_disbursements,loan__plus_disbursements,ipeds_anchor,ipeds_year,unitid,ipeds_match_status,ipeds_match_method,ipeds_exact_candidate_count,ipeds_unitid_start,ipeds_unitid_end,ipeds_start_candidate_count,ipeds_end_candidate_count,ipeds_anchor_sensitivity,ipeds_scope_root,ipeds_root_unitid_count_start,ipeds_root_unitid_count_end,fsa_root_opeid_count,ipeds_opeid_lifetime_unitid_count,ipeds_unitid_lifetime_opeid_count,ipeds_strict_eligible,ipeds_strict_exclusion_reasons,ipeds_reporting_scope,ipeds_instnm,ipeds_stabbr,ipeds_city,ipeds_zip,ipeds_opeflag,ipeds_sector,ipeds_cyactive,ipeds_act,ipeds_newid,ipeds_deathyr,ipeds_closedat,ipeds_postsec,ipeds_pseflag,ipeds_pset4flg,ipeds_rptmth,ipeds_f1systyp,ipeds_f1sysnam,ipeds_f1syscod,prch_ic,idx_ic,ipeds_source_path,ipeds_source_sha256,ipeds_source_member,prch_c,idx_c,prch_ef,idx_ef,prch_f,idx_f,prch_sfa,idx_sfa,prch_gr,idx_gr,prch_sa,idx_sa,prch_s,idx_s,prch_eap,idx_eap,prch_hr,idx_hr,prch_e12,idx_e12,prch_gr2,idx_gr2,prch_al,idx_al,prch_om,idx_om,prchtp_f,prch_adm,idx_adm
02094400,2022-2023,UNIVERSITY OF CAMBRIDGE - ST EDMUND'S COLLEGE,,Foreign Private,00030,,,start,2022,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020944,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02094400,2023-2024,UNIVERSITY OF CAMBRIDGE - ST EDMUND'S COLLEGE,,Foreign Private,00030,,,start,2023,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020944,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02094400,2024-2025,UNIVERSITY OF CAMBRIDGE - ST EDMUND'S COLLEGE,,Foreign Private,00030,,,start,2024,,no_exact_match,none,0,,,0,0,year_unavailable,020944,0,0,1,0,0,False,no_exact_match;anchor_year_unavailable;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095400,1999-2000,DRAMA CENTRE LONDON,FC,Foreign Private,00053,,,start,1999,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020954,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,1999-2000,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,FC,Foreign Private,00014,,,start,1999,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2000-2001,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,FC,Foreign Private,00014,,,start,2000,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2001-2002,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,FC,Foreign Private,00014,,,start,2001,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2002-2003,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,FC,Foreign Private,00014,,,start,2002,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2003-2004,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,FC,Foreign Private,00014,,,start,2003,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2004-2005,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,FC,Foreign Private,00014,,,start,2004,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2005-2006,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,FC,Foreign Private,00014,,,start,2005,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2006-2007,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,FC,Foreign Private,00014,,,start,2006,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2007-2008,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,FC,Foreign Private,00014,,,start,2007,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2008-2009,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,FC,Foreign Private,00014,,,start,2008,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2009-2010,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,FC,Foreign Private,00014,,,start,2009,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2010-2011,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,FC,Foreign Public,00014,,1935071.0,start,2010,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2011-2012,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,FC,Foreign Public,00014,,1767548.0,start,2011,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2012-2013,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,FC,Foreign Public,00014,,2375131.0,start,2012,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2013-2014,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,,Foreign Public,00014,,1958600.0,start,2013,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2014-2015,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,,Foreign Public,00014,,1959037.0,start,2014,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2015-2016,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,,Foreign Public,00014,,1428825.0,start,2015,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2016-2017,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,,Foreign Public,00014,,1575295.0,start,2016,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2017-2018,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,,Foreign Public,00014,,,start,2017,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2018-2019,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,,Foreign Public,00014,,,start,2018,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2019-2020,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,,Foreign Private,00014,,,start,2019,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2020-2021,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,,Foreign Private,00014,,,start,2020,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2021-2022,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,,Foreign Private,00014,,,start,2021,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2022-2023,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,,Foreign Private,00014,,,start,2022,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2023-2024,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,,Foreign Private,00014,,,start,2023,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020955,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095500,2024-2025,UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL,,Foreign Private,00014,,,start,2024,,no_exact_match,none,0,,,0,0,year_unavailable,020955,0,0,1,0,0,False,no_exact_match;anchor_year_unavailable;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095800,1999-2000,ONTARIO COLLEGE OF ART AND DESIGN,FC,Foreign Public,00511,,,start,1999,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020958,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095800,2000-2001,ONTARIO COLLEGE OF ART AND DESIGN,FC,Foreign Public,00511,,,start,2000,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020958,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095800,2001-2002,ONTARIO COLLEGE OF ART AND DESIGN,FC,Foreign Public,00511,,,start,2001,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020958,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095800,2002-2003,ONTARIO COLLEGE OF ART AND DESIGN,FC,Foreign Public,00511,,,start,2002,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020958,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02095800,2003-2004,ONTARIO COLLEGE OF ART AND DESIGN,FC,Foreign Public,00511,,,start,2003,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020958,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02096000,1999-2000,REGIONS HOSPITAL,MN,Private/Non-Profit,55101-2595,,,start,1999,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020960,1,2,1,2,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02096000,2000-2001,REGIONS HOSPITAL,MN,Private/Non-Profit,55101-2595,,,start,2000,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020960,2,2,1,2,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02096000,2001-2002,REGIONS HOSPITAL,MN,Private/Non-Profit,55101-2595,,,start,2001,,no_exact_match,none,0,,175023,0,1,ambiguous_or_unmatched,020960,2,2,1,2,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02097300,2008-2009,HASTINGS BEAUTY SCHOOL,MN,Private/For-Profit,55033-1205,,,start,2008,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020973,0,0,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02097300,2009-2010,HASTINGS BEAUTY SCHOOL,MN,Private/For-Profit,55033-1205,126530.0,,start,2009,,no_exact_match,none,0,,417600,0,1,ambiguous_or_unmatched,020973,0,1,1,1,0,False,no_exact_match;anchor_ambiguous_or_unmatched,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02098000,1999-2000,OHIO SCHOOL OF BROADCAST TECHNIQUE,OH,Private/For-Profit,44103,,,start,1999,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020980,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02098700,1999-2000,FATIMA COLLEGE OF MEDICINE,FC,Foreign Private,01405,,,start,1999,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020987,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02098700,2000-2001,FATIMA COLLEGE OF MEDICINE,FC,Foreign Private,01405,,,start,2000,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020987,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02098700,2001-2002,FATIMA COLLEGE OF MEDICINE,FC,Foreign Private,01405,,,start,2001,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020987,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02098700,2002-2003,FATIMA COLLEGE OF MEDICINE,FC,Foreign Private,01405,,,start,2002,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020987,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02098700,2003-2004,FATIMA COLLEGE OF MEDICINE,FC,Foreign Private,01405,,,start,2003,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020987,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02098700,2004-2005,FATIMA COLLEGE OF MEDICINE,FC,Foreign Private,01405,,,start,2004,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020987,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02098700,2005-2006,FATIMA COLLEGE OF MEDICINE,FC,Foreign Private,01405,,,start,2005,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020987,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02098700,2006-2007,FATIMA COLLEGE OF MEDICINE,FC,Foreign Private,01405,,,start,2006,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020987,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02098700,2007-2008,FATIMA COLLEGE OF MEDICINE,FC,Foreign Private,01405,,,start,2007,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020987,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02098700,2008-2009,FATIMA COLLEGE OF MEDICINE,FC,Foreign Private,01405,,,start,2008,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020987,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02098700,2009-2010,FATIMA COLLEGE OF MEDICINE,FC,Foreign Private,01405,,,start,2009,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020987,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02098700,2010-2011,FATIMA COLLEGE OF MEDICINE,FC,Foreign Private,01405,,0.0,start,2010,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020987,0,0,1,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02098800,2014-2015,University of Phoenix,AZ,Private/For-Profit,85282-2371,567275180.12,18476519.0,start,2014,,multiple_exact_unitids,exact_full_opeid_same_reference_year,2,,484613,2,1,ambiguous_or_unmatched,020988,84,38,1,2,0,False,multiple_exact_unitids;anchor_ambiguous_or_unmatched;multiple_ipeds_units_in_opeid_group;opeid_maps_to_multiple_unitids_over_time;ipeds_component_parent_child;ipeds_merger_or_closure;ipeds_inactive,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02099501,2006-2007,CENTRAL COMMUNITY COLLEGE - HASTINGS CAMPUS,NE,Public,68801-7299,1326449.0,,start,2006,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020995,1,1,3,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02099501,2007-2008,CENTRAL COMMUNITY COLLEGE - HASTINGS CAMPUS,NE,Public,68801-7299,1503238.0,,start,2007,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020995,1,1,3,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02099501,2008-2009,CENTRAL COMMUNITY COLLEGE - HASTINGS CAMPUS,NE,Public,68801-7299,1652330.0,,start,2008,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020995,1,1,3,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02099501,2009-2010,CENTRAL COMMUNITY COLLEGE - HASTINGS CAMPUS,NE,Public,68801-7299,2882588.0,,start,2009,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020995,1,1,3,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02099502,2006-2007,CENTRAL COMMUNITY COLLEGE - COLUMBUS CAMPUS,NE,Public,68801-7299,775568.61,,start,2006,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020995,1,1,3,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02099502,2007-2008,CENTRAL COMMUNITY COLLEGE - COLUMBUS CAMPUS,NE,Public,68801-7299,808830.42,,start,2007,,no_exact_match,none,0,,,0,0,ambiguous_or_unmatched,020995,1,1,3,0,0,False,no_exact_match;anchor_ambiguous_or_unmatched;multiple_fsa_rows_in_opeid_group;fsa_additional_location_identifier;parent_child_metadata_unavailable;activity_metadata_unavailable,requires_scope_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
