opeid8,award_year,school,state,zip_code,unitid,ipeds_match_status,ipeds_root_unitid_count_start,ipeds_root_unitid_count_end,ipeds_anchor_sensitivity,ipeds_unitid_start,ipeds_unitid_end
01105900,2020-2021,UNIVERSITY OF OXFORD - ST ANTONY'S COLLEGE,,00026,,no_exact_match,0,0,ambiguous_or_unmatched,,
01105900,2021-2022,UNIVERSITY OF OXFORD - ST ANTONY'S COLLEGE,,00026,,no_exact_match,0,0,ambiguous_or_unmatched,,
01105900,2022-2023,UNIVERSITY OF OXFORD - ST ANTONY'S COLLEGE,,00026,,no_exact_match,0,0,ambiguous_or_unmatched,,
01105900,2023-2024,UNIVERSITY OF OXFORD - ST ANTONY'S COLLEGE,,00026,,no_exact_match,0,0,ambiguous_or_unmatched,,
01105900,2024-2025,UNIVERSITY OF OXFORD - ST ANTONY'S COLLEGE,,00026,,no_exact_match,0,0,year_unavailable,,
01106000,1999-2000,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2000-2001,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2001-2002,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2002-2003,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2003-2004,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2004-2005,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2005-2006,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2006-2007,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2007-2008,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2008-2009,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2009-2010,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2010-2011,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2011-2012,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2012-2013,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2013-2014,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2014-2015,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2015-2016,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2016-2017,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2017-2018,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2018-2019,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2019-2020,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2020-2021,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2021-2022,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2022-2023,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2023-2024,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106000,2024-2025,UNIVERSITY OF OXFORD - QUEEN'S COLLEGE,,00014,,no_exact_match,0,0,year_unavailable,,
01106100,1999-2000,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2000-2001,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2001-2002,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2002-2003,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2003-2004,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2004-2005,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2005-2006,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2006-2007,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2007-2008,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2008-2009,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2009-2010,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2010-2011,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2011-2012,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2012-2013,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2013-2014,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2014-2015,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2015-2016,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2016-2017,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2017-2018,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2018-2019,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2019-2020,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2020-2021,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2021-2022,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2022-2023,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2023-2024,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106100,2024-2025,UNIVERSITY OF OXFORD - PEMBROKE COLLEGE,,00011,,no_exact_match,0,0,year_unavailable,,
01106200,1999-2000,UNIVERSITY OF OXFORD - ORIEL COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2000-2001,UNIVERSITY OF OXFORD - ORIEL COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2001-2002,UNIVERSITY OF OXFORD - ORIEL COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2002-2003,UNIVERSITY OF OXFORD - ORIEL COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2003-2004,UNIVERSITY OF OXFORD - ORIEL COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2004-2005,UNIVERSITY OF OXFORD - ORIEL COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2005-2006,UNIVERSITY OF OXFORD - ORIEL COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2006-2007,UNIVERSITY OF OXFORD - ORIEL COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2007-2008,UNIVERSITY OF OXFORD - ORIEL COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2008-2009,UNIVERSITY OF OXFORD - ORIEL COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2009-2010,UNIVERSITY OF OXFORD - ORIEL COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2010-2011,UNIVERSITY OF OXFORD - ORIEL COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2011-2012,UNIVERSITY OF OXFORD - ORIEL COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2012-2013,UNIVERSITY OF OXFORD - ORIEL COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2013-2014,UNIVERSITY OF OXFORD - ORIEL COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2014-2015,UNIVERSITY OF OXFORD - ORIEL COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2015-2016,UNIVERSITY OF OXFORD - ORIEL COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2016-2017,UNIVERSITY OF OXFORD - ORIEL COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2017-2018,UNIVERSITY OF OXFORD - ORIEL COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2018-2019,UNIVERSITY OF OXFORD - ORIEL COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2019-2020,UNIVERSITY OF OXFORD - ORIEL COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2020-2021,UNIVERSITY OF OXFORD - ORIEL COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2021-2022,UNIVERSITY OF OXFORD - ORIEL COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2022-2023,UNIVERSITY OF OXFORD - ORIEL COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2023-2024,UNIVERSITY OF OXFORD - ORIEL COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106200,2024-2025,UNIVERSITY OF OXFORD - ORIEL COLLEGE,,00014,,no_exact_match,0,0,year_unavailable,,
01106300,1999-2000,UNIVERSITY OF OXFORD - NUFFIELD COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106300,2001-2002,UNIVERSITY OF OXFORD - NUFFIELD COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106300,2002-2003,UNIVERSITY OF OXFORD - NUFFIELD COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106300,2003-2004,UNIVERSITY OF OXFORD - NUFFIELD COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106300,2005-2006,UNIVERSITY OF OXFORD - NUFFIELD COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106300,2006-2007,UNIVERSITY OF OXFORD - NUFFIELD COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106300,2007-2008,UNIVERSITY OF OXFORD - NUFFIELD COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106300,2008-2009,UNIVERSITY OF OXFORD - NUFFIELD COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106300,2009-2010,UNIVERSITY OF OXFORD - NUFFIELD COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106300,2010-2011,UNIVERSITY OF OXFORD - NUFFIELD COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106300,2011-2012,UNIVERSITY OF OXFORD - NUFFIELD COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106300,2012-2013,UNIVERSITY OF OXFORD - NUFFIELD COLLEGE,FC,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106300,2013-2014,UNIVERSITY OF OXFORD - NUFFIELD COLLEGE,,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106300,2014-2015,UNIVERSITY OF OXFORD - NUFFIELD COLLEGE,,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106300,2015-2016,UNIVERSITY OF OXFORD - NUFFIELD COLLEGE,,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106300,2016-2017,UNIVERSITY OF OXFORD - NUFFIELD COLLEGE,,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106300,2017-2018,UNIVERSITY OF OXFORD - NUFFIELD COLLEGE,,00011,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,1999-2000,UNIVERSITY OF OXFORD - NEW COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2000-2001,UNIVERSITY OF OXFORD - NEW COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2001-2002,UNIVERSITY OF OXFORD - NEW COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2002-2003,UNIVERSITY OF OXFORD - NEW COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2003-2004,UNIVERSITY OF OXFORD - NEW COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2004-2005,UNIVERSITY OF OXFORD - NEW COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2005-2006,UNIVERSITY OF OXFORD - NEW COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2006-2007,UNIVERSITY OF OXFORD - NEW COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2007-2008,UNIVERSITY OF OXFORD - NEW COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2008-2009,UNIVERSITY OF OXFORD - NEW COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2009-2010,UNIVERSITY OF OXFORD - NEW COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2010-2011,UNIVERSITY OF OXFORD - NEW COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2011-2012,UNIVERSITY OF OXFORD - NEW COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2012-2013,UNIVERSITY OF OXFORD - NEW COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2013-2014,UNIVERSITY OF OXFORD - NEW COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2014-2015,UNIVERSITY OF OXFORD - NEW COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2015-2016,UNIVERSITY OF OXFORD - NEW COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2016-2017,UNIVERSITY OF OXFORD - NEW COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2017-2018,UNIVERSITY OF OXFORD - NEW COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2018-2019,UNIVERSITY OF OXFORD - NEW COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2019-2020,UNIVERSITY OF OXFORD - NEW COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2020-2021,UNIVERSITY OF OXFORD - NEW COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2021-2022,UNIVERSITY OF OXFORD - NEW COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2022-2023,UNIVERSITY OF OXFORD - NEW COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2023-2024,UNIVERSITY OF OXFORD - NEW COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106400,2024-2025,UNIVERSITY OF OXFORD - NEW COLLEGE,,00013,,no_exact_match,0,0,year_unavailable,,
01106500,1999-2000,UNIVERSITY OF OXFORD MERTON COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2000-2001,UNIVERSITY OF OXFORD MERTON COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2001-2002,UNIVERSITY OF OXFORD MERTON COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2002-2003,UNIVERSITY OF OXFORD MERTON COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2003-2004,UNIVERSITY OF OXFORD MERTON COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2004-2005,UNIVERSITY OF OXFORD MERTON COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2005-2006,UNIVERSITY OF OXFORD MERTON COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2006-2007,UNIVERSITY OF OXFORD MERTON COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2007-2008,UNIVERSITY OF OXFORD MERTON COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2008-2009,UNIVERSITY OF OXFORD MERTON COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2009-2010,UNIVERSITY OF OXFORD - MERTON COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2010-2011,UNIVERSITY OF OXFORD - MERTON COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2011-2012,UNIVERSITY OF OXFORD - MERTON COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2012-2013,UNIVERSITY OF OXFORD - MERTON COLLEGE,FC,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2013-2014,UNIVERSITY OF OXFORD - MERTON COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2014-2015,UNIVERSITY OF OXFORD - MERTON COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2015-2016,UNIVERSITY OF OXFORD - MERTON COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2016-2017,UNIVERSITY OF OXFORD - MERTON COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2017-2018,UNIVERSITY OF OXFORD - MERTON COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2018-2019,UNIVERSITY OF OXFORD - MERTON COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2019-2020,UNIVERSITY OF OXFORD - MERTON COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2020-2021,UNIVERSITY OF OXFORD - MERTON COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2021-2022,UNIVERSITY OF OXFORD - MERTON COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2022-2023,UNIVERSITY OF OXFORD - MERTON COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2023-2024,UNIVERSITY OF OXFORD - MERTON COLLEGE,,00014,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106500,2024-2025,UNIVERSITY OF OXFORD - MERTON COLLEGE,,00014,,no_exact_match,0,0,year_unavailable,,
01106600,1999-2000,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2000-2001,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2001-2002,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2002-2003,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2003-2004,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2004-2005,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2005-2006,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2006-2007,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2007-2008,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2008-2009,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2009-2010,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2010-2011,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2011-2012,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2012-2013,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2013-2014,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2014-2015,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2015-2016,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2016-2017,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2017-2018,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2018-2019,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2019-2020,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2020-2021,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2021-2022,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2022-2023,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2023-2024,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106600,2024-2025,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,,00013,,no_exact_match,0,0,year_unavailable,,
01106700,1999-2000,UNIVERSITY OF OXFORD - KEBLE COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106700,2000-2001,UNIVERSITY OF OXFORD - KEBLE COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106700,2001-2002,UNIVERSITY OF OXFORD - KEBLE COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106700,2002-2003,UNIVERSITY OF OXFORD - KEBLE COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106700,2003-2004,UNIVERSITY OF OXFORD - KEBLE COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106700,2004-2005,UNIVERSITY OF OXFORD - KEBLE COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106700,2005-2006,UNIVERSITY OF OXFORD - KEBLE COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106700,2006-2007,UNIVERSITY OF OXFORD - KEBLE COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106700,2007-2008,UNIVERSITY OF OXFORD - KEBLE COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106700,2008-2009,UNIVERSITY OF OXFORD - KEBLE COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106700,2009-2010,UNIVERSITY OF OXFORD - KEBLE COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106700,2010-2011,UNIVERSITY OF OXFORD - KEBLE COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106700,2011-2012,UNIVERSITY OF OXFORD - KEBLE COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106700,2012-2013,UNIVERSITY OF OXFORD - KEBLE COLLEGE,FC,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106700,2013-2014,UNIVERSITY OF OXFORD - KEBLE COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106700,2014-2015,UNIVERSITY OF OXFORD - KEBLE COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106700,2015-2016,UNIVERSITY OF OXFORD - KEBLE COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106700,2016-2017,UNIVERSITY OF OXFORD - KEBLE COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
01106700,2017-2018,UNIVERSITY OF OXFORD - KEBLE COLLEGE,,00013,,no_exact_match,0,0,ambiguous_or_unmatched,,
